final_name	chr	start	stop	strand	prioritized	rank	sources_present	component_sources	component_names
Insilico_ref2138	chr12	37181129	37181146	+	N		insilico_ref	insilico_ref	Insilico_ref2138
Insilico_ref2139	chr12	37182487	37182504	+	N		insilico_ref	insilico_ref	Insilico_ref2139
Insilico_ref2140	chr12	37183845	37183862	+	N		insilico_ref	insilico_ref	Insilico_ref2140
Insilico_ref2141	chr12	37184525	37184542	+	N		insilico_ref	insilico_ref	Insilico_ref2141
Insilico_ref2142	chr12	37236187	37236204	-	N		insilico_ref	insilico_ref	Insilico_ref2142
Insilico_ref2143	chr12	37237547	37237564	-	N		insilico_ref	insilico_ref	Insilico_ref2143
Insilico_pop748_insilico_ref2144	chr12	37239581	37239598	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop748;Insilico_ref2144
Insilico_pop706_insilico_ref2145	chr12	37248073	37248090	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop706;Insilico_ref2145
Insilico_pop672_insilico_ref2146	chr12	37250110	37250127	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop672;Insilico_ref2146
Insilico_ref3934	chr12	37255302	37255320	-	N		insilico_ref	insilico_ref	Insilico_ref3934
Insilico_pop9191	chr12	37331406	37331423	+	N		insilico_pop	insilico_pop	Insilico_pop9191
Insilico_pop9192	chr12	37335131	37335148	-	N		insilico_pop	insilico_pop	Insilico_pop9192
Insilico_pop9193	chr12	37336150	37336167	-	N		insilico_pop	insilico_pop	Insilico_pop9193
Insilico_pop9194	chr12	37341592	37341609	-	N		insilico_pop	insilico_pop	Insilico_pop9194
Insilico_pop6617	chr12	37357250	37357268	-	N		insilico_pop	insilico_pop	Insilico_pop6617
Insilico_pop2596	chr12	37424675	37424694	+	N		insilico_pop	insilico_pop	Insilico_pop2596
Insilico_pop9195	chr12	37636932	37636949	-	N		insilico_pop	insilico_pop	Insilico_pop9195
Insilico_pop7895	chr12	37705636	37705652	-	N		insilico_pop	insilico_pop	Insilico_pop7895
Insilico_pop9196	chr12	37723419	37723436	+	N		insilico_pop	insilico_pop	Insilico_pop9196
Insilico_pop9626	chr12	37777155	37777172	+	N		insilico_pop	insilico_pop	Insilico_pop9626
Insilico_ref563	chr12	37787911	37787929	+	N		insilico_ref	insilico_ref	Insilico_ref563
Tier6_207	chr12	37817293	37817310	-	N		UNCOVERseq	UNCOVERseq	Tier6_207
Insilico_pop7896	chr12	37930722	37930740	+	N		insilico_pop	insilico_pop	Insilico_pop7896
Insilico_pop6257	chr12	38003784	38003802	+	N		insilico_pop	insilico_pop	Insilico_pop6257
Insilico_pop6064	chr12	38048905	38048922	-	N		insilico_pop	insilico_pop	Insilico_pop6064
Insilico_pop6065	chr12	38060294	38060312	-	N		insilico_pop	insilico_pop	Insilico_pop6065
Insilico_ref9213	chr12	38082297	38082314	-	N		insilico_ref	insilico_ref	Insilico_ref9213
Insilico_pop7449	chr12	38085911	38085929	-	N		insilico_pop	insilico_pop	Insilico_pop7449
Tier6_68	chr12	38114609	38114628	+	N		UNCOVERseq	UNCOVERseq	Tier6_68
Insilico_pop494_insilico_ref3935	chr12	38360108	38360127	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop494;Insilico_ref3935
Insilico_pop6618	chr12	38368299	38368317	+	N		insilico_pop	insilico_pop	Insilico_pop6618
Insilico_pop5137	chr12	38725143	38725157	-	N		insilico_pop	insilico_pop	Insilico_pop5137
Insilico_pop5234	chr12	38734019	38734033	-	N		insilico_pop	insilico_pop	Insilico_pop5234
Insilico_ref7254	chr12	39030912	39030929	-	N		insilico_ref	insilico_ref	Insilico_ref7254
Insilico_pop5702	chr12	40147225	40147242	+	N		insilico_pop	insilico_pop	Insilico_pop5702
Insilico_pop3513	chr12	40500475	40500490	+	N		insilico_pop	insilico_pop	Insilico_pop3513
Insilico_ref380	chr12	40642336	40642354	-	N		insilico_ref	insilico_ref	Insilico_ref380
Insilico_ref7886	chr12	40751136	40751156	+	N		insilico_ref	insilico_ref	Insilico_ref7886
Insilico_ref3033	chr12	40966943	40966962	-	N		insilico_ref	insilico_ref	Insilico_ref3033
Insilico_ref8046	chr12	41061162	41061179	-	N		insilico_ref	insilico_ref	Insilico_ref8046
Insilico_pop7450	chr12	41182278	41182296	+	N		insilico_pop	insilico_pop	Insilico_pop7450
Insilico_pop5138	chr12	41388198	41388215	+	N		insilico_pop	insilico_pop	Insilico_pop5138
Insilico_ref52	chr12	41521533	41521550	+	N		insilico_ref	insilico_ref	Insilico_ref52
Insilico_pop4884	chr12	42105987	42106005	+	N		insilico_pop	insilico_pop	Insilico_pop4884
Insilico_pop7451	chr12	42309254	42309271	-	N		insilico_pop	insilico_pop	Insilico_pop7451
Insilico_pop5048	chr12	42362393	42362412	-	N		insilico_pop	insilico_pop	Insilico_pop5048
Insilico_pop5832	chr12	42694708	42694726	-	N		insilico_pop	insilico_pop	Insilico_pop5832
Insilico_pop384_insilico_ref3822	chr12	42698436	42698454	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop384;Insilico_ref3822
Insilico_pop9627	chr12	42790069	42790085	-	N		insilico_pop	insilico_pop	Insilico_pop9627
Insilico_ref9214	chr12	42791607	42791627	-	N		insilico_ref	insilico_ref	Insilico_ref9214
Insilico_ref4335	chr12	43061878	43061894	-	N		insilico_ref	insilico_ref	Insilico_ref4335
Insilico_ref6705	chr12	43371588	43371607	+	N		insilico_ref	insilico_ref	Insilico_ref6705
Insilico_ref4140	chr12	43602868	43602887	-	N		insilico_ref	insilico_ref	Insilico_ref4140
Insilico_pop9628	chr12	43606352	43606369	-	N		insilico_pop	insilico_pop	Insilico_pop9628
Insilico_pop495	chr12	43622200	43622219	-	N		insilico_pop	insilico_pop	Insilico_pop495
Insilico_ref3587	chr12	43796233	43796253	-	N		insilico_ref	insilico_ref	Insilico_ref3587
Insilico_ref5485	chr12	43810724	43810743	-	N		insilico_ref	insilico_ref	Insilico_ref5485
Insilico_pop1052	chr12	43886221	43886238	+	N		insilico_pop	insilico_pop	Insilico_pop1052
Insilico_ref4575	chr12	44466379	44466398	-	N		insilico_ref	insilico_ref	Insilico_ref4575
Insilico_pop5703	chr12	44565206	44565221	-	N		insilico_pop	insilico_pop	Insilico_pop5703
Insilico_pop1641	chr12	44660138	44660155	+	N		insilico_pop	insilico_pop	Insilico_pop1641
Tier6_198	chr12	44693079	44693098	+	N		UNCOVERseq	UNCOVERseq	Tier6_198
Insilico_pop5942	chr12	44753340	44753358	-	N		insilico_pop	insilico_pop	Insilico_pop5942
Insilico_pop1529	chr12	44755520	44755538	-	N		insilico_pop	insilico_pop	Insilico_pop1529
Insilico_pop5462	chr12	44812864	44812881	+	N		insilico_pop	insilico_pop	Insilico_pop5462
Insilico_pop8326	chr12	44932100	44932115	+	N		insilico_pop	insilico_pop	Insilico_pop8326
Insilico_ref6359	chr12	45077073	45077092	-	N		insilico_ref	insilico_ref	Insilico_ref6359
Insilico_pop7452	chr12	45081436	45081452	+	N		insilico_pop	insilico_pop	Insilico_pop7452
Insilico_ref6917	chr12	45094903	45094921	-	N		insilico_ref	insilico_ref	Insilico_ref6917
Insilico_pop7453	chr12	45695866	45695884	+	N		insilico_pop	insilico_pop	Insilico_pop7453
Insilico_ref6360	chr12	45699989	45700009	+	N		insilico_ref	insilico_ref	Insilico_ref6360
Insilico_ref5263	chr12	45718440	45718459	-	N		insilico_ref	insilico_ref	Insilico_ref5263
Insilico_ref5569	chr12	45889983	45890001	-	N		insilico_ref	insilico_ref	Insilico_ref5569
Insilico_ref5671	chr12	45936118	45936137	-	N		insilico_ref	insilico_ref	Insilico_ref5671
Insilico_ref3034	chr12	45952836	45952853	+	N		insilico_ref	insilico_ref	Insilico_ref3034
Insilico_pop3723	chr12	45987630	45987648	+	N		insilico_pop	insilico_pop	Insilico_pop3723
Insilico_ref9215	chr12	46093715	46093730	+	N		insilico_ref	insilico_ref	Insilico_ref9215
Insilico_ref9216	chr12	46406506	46406525	+	N		insilico_ref	insilico_ref	Insilico_ref9216
Insilico_ref9217	chr12	46592043	46592061	-	N		insilico_ref	insilico_ref	Insilico_ref9217
Insilico_pop6259	chr12	46643832	46643850	+	N		insilico_pop	insilico_pop	Insilico_pop6259
Insilico_pop8327	chr12	46752515	46752532	+	N		insilico_pop	insilico_pop	Insilico_pop8327
Insilico_ref6361	chr12	46962380	46962398	-	N		insilico_ref	insilico_ref	Insilico_ref6361
Insilico_pop9629	chr12	46965407	46965425	+	N		insilico_pop	insilico_pop	Insilico_pop9629
Tier6_516	chr12	47259940	47259959	-	N		UNCOVERseq	UNCOVERseq	Tier6_516
Insilico_ref4576	chr12	47320212	47320232	+	N		insilico_ref	insilico_ref	Insilico_ref4576
Insilico_pop7454	chr12	47392907	47392924	-	N		insilico_pop	insilico_pop	Insilico_pop7454
Insilico_pop5358	chr12	47795114	47795130	-	N		insilico_pop	insilico_pop	Insilico_pop5358
Insilico_ref8047	chr12	47898062	47898079	+	N		insilico_ref	insilico_ref	Insilico_ref8047
Insilico_pop1053	chr12	47992533	47992550	+	N		insilico_pop	insilico_pop	Insilico_pop1053
Insilico_ref4141	chr12	48311536	48311555	+	N		insilico_ref	insilico_ref	Insilico_ref4141
Insilico_ref4577	chr12	48629139	48629157	-	N		insilico_ref	insilico_ref	Insilico_ref4577
Insilico_ref7677	chr12	48836926	48836942	-	N		insilico_ref	insilico_ref	Insilico_ref7677
Insilico_ref8617	chr12	48862507	48862524	-	N		insilico_ref	insilico_ref	Insilico_ref8617
Insilico_pop3949	chr12	48948282	48948300	-	N		insilico_pop	insilico_pop	Insilico_pop3949
Insilico_ref6918	chr12	49219915	49219934	+	N		insilico_ref	insilico_ref	Insilico_ref6918
Insilico_ref8618	chr12	49271385	49271402	-	N		insilico_ref	insilico_ref	Insilico_ref8618
Insilico_pop5833	chr12	49803593	49803609	-	N		insilico_pop	insilico_pop	Insilico_pop5833
Insilico_pop1379	chr12	49909704	49909723	+	N		insilico_pop	insilico_pop	Insilico_pop1379
Insilico_ref5782	chr12	49963905	49963924	+	N		insilico_ref	insilico_ref	Insilico_ref5782
Insilico_pop9630	chr12	50293552	50293571	+	N		insilico_pop	insilico_pop	Insilico_pop9630
Insilico_ref8048	chr12	50536434	50536452	+	N		insilico_ref	insilico_ref	Insilico_ref8048
Insilico_pop1114	chr12	50737071	50737090	+	N		insilico_pop	insilico_pop	Insilico_pop1114
chr12:51027901-51027920	chr12	51027901	51027920	+	N		insilico_pop	insilico_pop;insilico_pop;insilico_pop	Insilico_pop3514;Insilico_pop3076;Insilico_pop3077
Insilico_pop5359	chr12	51192074	51192090	+	N		insilico_pop	insilico_pop	Insilico_pop5359
Insilico_ref3677	chr12	51193261	51193280	-	N		insilico_ref	insilico_ref	Insilico_ref3677
Insilico_ref6782	chr12	51254720	51254738	+	N		insilico_ref	insilico_ref	Insilico_ref6782
Insilico_ref8394	chr12	51322852	51322867	-	N		insilico_ref	insilico_ref	Insilico_ref8394
Insilico_pop8758	chr12	51533942	51533959	+	N		insilico_pop	insilico_pop	Insilico_pop8758
Insilico_ref118	chr12	51763979	51763997	-	N		insilico_ref	insilico_ref	Insilico_ref118
Insilico_pop3950	chr12	51768643	51768660	+	N		insilico_pop	insilico_pop	Insilico_pop3950
Insilico_pop3282	chr12	51789046	51789063	-	N		insilico_pop	insilico_pop	Insilico_pop3282
Insilico_pop3515	chr12	51908421	51908438	-	N		insilico_pop	insilico_pop	Insilico_pop3515
Insilico_ref8773	chr12	52055265	52055282	-	N		insilico_ref	insilico_ref	Insilico_ref8773
Insilico_pop8328	chr12	52354540	52354558	-	N		insilico_pop	insilico_pop	Insilico_pop8328
Insilico_pop2215	chr12	52688150	52688169	-	N		insilico_pop	insilico_pop	Insilico_pop2215
Insilico_ref119	chr12	52913010	52913028	+	N		insilico_ref	insilico_ref	Insilico_ref119
Insilico_ref8619	chr12	53070897	53070911	-	N		insilico_ref	insilico_ref	Insilico_ref8619
Insilico_ref4827	chr12	53809349	53809366	-	N		insilico_ref	insilico_ref	Insilico_ref4827
Insilico_ref6919	chr12	53843500	53843515	+	N		insilico_ref	insilico_ref	Insilico_ref6919
Insilico_pop8329	chr12	53932759	53932777	-	N		insilico_pop	insilico_pop	Insilico_pop8329
Insilico_pop9197	chr12	54013999	54014014	-	N		insilico_pop	insilico_pop	Insilico_pop9197
Insilico_ref7255	chr12	54197358	54197373	-	N		insilico_ref	insilico_ref	Insilico_ref7255
Insilico_pop5573	chr12	54294730	54294749	-	N		insilico_pop	insilico_pop	Insilico_pop5573
Insilico_pop9198	chr12	54795547	54795566	-	N		insilico_pop	insilico_pop	Insilico_pop9198
Insilico_pop2681	chr12	54899137	54899153	+	N		insilico_pop	insilico_pop	Insilico_pop2681
Insilico_pop7041	chr12	54942071	54942088	+	N		insilico_pop	insilico_pop	Insilico_pop7041
Insilico_ref3678__Insilico_pop385	chr12	54972388	54972408	+	N		insilico_pop;insilico_ref	insilico_ref;insilico_pop	Insilico_ref3678;Insilico_pop385
Insilico_ref4828	chr12	55420968	55420986	-	N		insilico_ref	insilico_ref	Insilico_ref4828
Insilico_ref9742	chr12	55482543	55482560	-	N		insilico_ref	insilico_ref	Insilico_ref9742
Insilico_pop9631	chr12	55544001	55544021	-	N		insilico_pop	insilico_pop	Insilico_pop9631
Insilico_ref7256	chr12	55627088	55627108	-	N		insilico_ref	insilico_ref	Insilico_ref7256
Insilico_pop6619	chr12	55739890	55739904	+	N		insilico_pop	insilico_pop	Insilico_pop6619
Insilico_ref9743	chr12	55930998	55931015	-	N		insilico_ref	insilico_ref	Insilico_ref9743
Insilico_ref8395	chr12	55942073	55942092	+	N		insilico_ref	insilico_ref	Insilico_ref8395
Insilico_pop4402	chr12	56084062	56084079	-	N		insilico_pop	insilico_pop	Insilico_pop4402
Insilico_ref8403	chr12	56474016	56474032	+	N		insilico_ref	insilico_ref	Insilico_ref8403
Insilico_pop1583	chr12	56542411	56542430	-	N		insilico_pop	insilico_pop	Insilico_pop1583
Insilico_ref7107	chr12	56835494	56835514	+	N		insilico_ref	insilico_ref	Insilico_ref7107
Insilico_pop1328	chr12	57248680	57248691	-	N		insilico_pop	insilico_pop	Insilico_pop1328
Insilico_ref4142	chr12	57252190	57252207	-	N		insilico_ref	insilico_ref	Insilico_ref4142
Insilico_ref3870	chr12	57366662	57366680	-	N		insilico_ref	insilico_ref	Insilico_ref3870
Insilico_ref3752	chr12	57420726	57420744	-	N		insilico_ref	insilico_ref	Insilico_ref3752
Insilico_ref6121	chr12	57450389	57450406	-	N		insilico_ref	insilico_ref	Insilico_ref6121
Insilico_pop8330	chr12	57663803	57663821	+	N		insilico_pop	insilico_pop	Insilico_pop8330
Insilico_pop5943	chr12	57741694	57741708	-	N		insilico_pop	insilico_pop	Insilico_pop5943
Insilico_ref7257	chr12	58049559	58049581	+	N		insilico_ref	insilico_ref	Insilico_ref7257
Tier6_245	chr12	58050200	58050219	+	N		UNCOVERseq	UNCOVERseq	Tier6_245
Insilico_pop8759	chr12	58050564	58050582	+	N		insilico_pop	insilico_pop	Insilico_pop8759
Insilico_ref4337	chr12	58174434	58174452	-	N		insilico_ref	insilico_ref	Insilico_ref4337
Insilico_pop7042	chr12	58208905	58208920	-	N		insilico_pop	insilico_pop	Insilico_pop7042
Insilico_ref8890	chr12	58342247	58342266	-	N		insilico_ref	insilico_ref	Insilico_ref8890
Insilico_ref8774	chr12	59011546	59011566	+	N		insilico_ref	insilico_ref	Insilico_ref8774
Tier6_172	chr12	59472249	59472267	+	N		UNCOVERseq	UNCOVERseq	Tier6_172
Insilico_pop496	chr12	59561918	59561936	-	N		insilico_pop	insilico_pop	Insilico_pop496
Insilico_ref2323	chr12	60931453	60931471	-	N		insilico_ref	insilico_ref	Insilico_ref2323
Insilico_pop8760	chr12	61017404	61017422	+	N		insilico_pop	insilico_pop	Insilico_pop8760
Insilico_pop2216	chr12	61085946	61085964	+	N		insilico_pop	insilico_pop	Insilico_pop2216
Insilico_ref9468	chr12	61151607	61151623	+	N		insilico_ref	insilico_ref	Insilico_ref9468
Insilico_pop3724	chr12	61768753	61768770	+	N		insilico_pop	insilico_pop	Insilico_pop3724
Insilico_ref2727	chr12	61776270	61776288	+	N		insilico_ref	insilico_ref	Insilico_ref2727
Insilico_ref15	chr12	61918258	61918277	-	Y	199	insilico_ref	insilico_ref	Insilico_ref15
Insilico_ref2607	chr12	62080658	62080675	-	N		insilico_ref	insilico_ref	Insilico_ref2607
Tier6_32	chr12	62387180	62387199	+	N		UNCOVERseq	UNCOVERseq	Tier6_32
Insilico_pop7043	chr12	62443983	62444001	-	N		insilico_pop	insilico_pop	Insilico_pop7043
Insilico_ref6920	chr12	62456364	62456384	-	N		insilico_ref	insilico_ref	Insilico_ref6920
Insilico_ref3399	chr12	62607775	62607793	-	N		insilico_ref	insilico_ref	Insilico_ref3399
Insilico_pop5360	chr12	62661106	62661124	-	N		insilico_pop	insilico_pop	Insilico_pop5360
Insilico_ref6742	chr12	62695931	62695948	+	N		insilico_ref	insilico_ref	Insilico_ref6742
Insilico_pop1409	chr12	62864652	62864671	-	N		insilico_pop	insilico_pop	Insilico_pop1409
Insilico_ref6490	chr12	63052149	63052167	+	N		insilico_ref	insilico_ref	Insilico_ref6490
Insilico_ref9744	chr12	63069170	63069188	+	N		insilico_ref	insilico_ref	Insilico_ref9744
Insilico_pop7897	chr12	63109278	63109297	+	N		insilico_pop	insilico_pop	Insilico_pop7897
Insilico_ref2728	chr12	63645814	63645832	-	N		insilico_ref	insilico_ref	Insilico_ref2728
Insilico_ref120	chr12	64083114	64083131	+	N		insilico_ref	insilico_ref	Insilico_ref120
Insilico_ref9745	chr12	64173240	64173259	-	N		insilico_ref	insilico_ref	Insilico_ref9745
Insilico_pop5944	chr12	64337320	64337337	+	N		insilico_pop	insilico_pop	Insilico_pop5944
Insilico_pop8761	chr12	64707095	64707113	+	N		insilico_pop	insilico_pop	Insilico_pop8761
Insilico_ref2892	chr12	64791225	64791244	+	N		insilico_ref	insilico_ref	Insilico_ref2892
Insilico_pop7898	chr12	64999241	64999257	+	N		insilico_pop	insilico_pop	Insilico_pop7898
Insilico_ref5672	chr12	65199780	65199801	+	N		insilico_ref	insilico_ref	Insilico_ref5672
Tier3_124	chr12	65318822	65318841	-	Y	54	UNCOVERseq	UNCOVERseq	Tier3_124
Insilico_pop3078	chr12	65419611	65419630	-	N		insilico_pop	insilico_pop	Insilico_pop3078
Insilico_pop2880	chr12	65424009	65424027	-	N		insilico_pop	insilico_pop	Insilico_pop2880
Insilico_pop5945	chr12	66162697	66162717	-	N		insilico_pop	insilico_pop	Insilico_pop5945
Insilico_pop1243	chr12	66249754	66249774	-	N		insilico_pop	insilico_pop	Insilico_pop1243
Insilico_ref3679	chr12	66307033	66307051	+	N		insilico_ref	insilico_ref	Insilico_ref3679
Insilico_ref7751	chr12	66387115	66387134	-	N		insilico_ref	insilico_ref	Insilico_ref7751
Insilico_ref3262	chr12	66510317	66510336	-	N		insilico_ref	insilico_ref	Insilico_ref3262
Insilico_pop1329	chr12	66599716	66599735	-	N		insilico_pop	insilico_pop	Insilico_pop1329
Insilico_pop7044	chr12	67841847	67841865	+	N		insilico_pop	insilico_pop	Insilico_pop7044
Tier6_67	chr12	68278195	68278214	+	N		UNCOVERseq	UNCOVERseq	Tier6_67
Insilico_ref6921	chr12	68343298	68343317	+	N		insilico_ref	insilico_ref	Insilico_ref6921
Insilico_ref8469	chr12	68405292	68405311	-	N		insilico_ref	insilico_ref	Insilico_ref8469
Insilico_pop4617	chr12	68704696	68704712	-	N		insilico_pop	insilico_pop	Insilico_pop4617
Insilico_pop5574	chr12	68917224	68917241	-	N		insilico_pop	insilico_pop	Insilico_pop5574
Insilico_ref6222	chr12	68921492	68921509	-	N		insilico_ref	insilico_ref	Insilico_ref6222
Insilico_pop1672	chr12	68943589	68943605	-	N		insilico_pop	insilico_pop	Insilico_pop1672
chr12:69200854-69200901	chr12	69200854	69200901	+	N		insilico_pop	insilico_pop;insilico_pop;insilico_pop	Insilico_pop7899;Insilico_pop7900;Insilico_pop7901
Insilico_pop6620	chr12	69203069	69203086	+	N		insilico_pop	insilico_pop	Insilico_pop6620
Insilico_pop1584	chr12	69372486	69372497	-	N		insilico_pop	insilico_pop	Insilico_pop1584
Insilico_pop2314	chr12	69630795	69630813	+	N		insilico_pop	insilico_pop	Insilico_pop2314
Insilico_pop7456	chr12	69732178	69732196	-	N		insilico_pop	insilico_pop	Insilico_pop7456
Insilico_pop4403	chr12	69802770	69802789	-	N		insilico_pop	insilico_pop	Insilico_pop4403
Insilico_pop7045	chr12	69973328	69973346	+	N		insilico_pop	insilico_pop	Insilico_pop7045
Insilico_ref4143	chr12	70063438	70063456	-	N		insilico_ref	insilico_ref	Insilico_ref4143
Insilico_ref7108	chr12	70117145	70117161	+	N		insilico_ref	insilico_ref	Insilico_ref7108
Insilico_ref8690	chr12	70372022	70372040	+	N		insilico_ref	insilico_ref	Insilico_ref8690
Insilico_pop6621	chr12	70458708	70458723	+	N		insilico_pop	insilico_pop	Insilico_pop6621
Insilico_ref3852	chr12	70742093	70742110	+	N		insilico_ref	insilico_ref	Insilico_ref3852
Insilico_pop5049	chr12	70756838	70756857	+	N		insilico_pop	insilico_pop	Insilico_pop5049
Insilico_pop72	chr12	70859403	70859422	+	N		insilico_pop	insilico_pop	Insilico_pop72
Insilico_pop7457	chr12	71065734	71065751	+	N		insilico_pop	insilico_pop	Insilico_pop7457
Insilico_ref6922	chr12	71202154	71202172	+	N		insilico_ref	insilico_ref	Insilico_ref6922
Insilico_ref9746	chr12	71223018	71223034	+	N		insilico_ref	insilico_ref	Insilico_ref9746
Insilico_ref9747	chr12	71281897	71281915	+	N		insilico_ref	insilico_ref	Insilico_ref9747
Insilico_ref5350	chr12	71284587	71284605	-	N		insilico_ref	insilico_ref	Insilico_ref5350
Insilico_pop7046	chr12	71372506	71372524	-	N		insilico_pop	insilico_pop	Insilico_pop7046
Insilico_pop73_insilico_ref46	chr12	72226624	72226643	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop73;Insilico_ref46
Insilico_pop5235	chr12	72337502	72337520	-	N		insilico_pop	insilico_pop	Insilico_pop5235
Insilico_ref6613	chr12	72441372	72441390	-	N		insilico_ref	insilico_ref	Insilico_ref6613
Tier6_289	chr12	72603052	72603073	+	N		UNCOVERseq	UNCOVERseq	Tier6_289
Insilico_pop7458	chr12	72900063	72900079	+	N		insilico_pop	insilico_pop	Insilico_pop7458
Insilico_ref8891	chr12	72911506	72911523	-	N		insilico_ref	insilico_ref	Insilico_ref8891
